lemma,uri
succlamo,s3289
succlino,s3290
succollo,s3291
succrepo,s3293
succresco,s3294
succubo,s3297
succudo,128648
succumbo,s3300
succurro,s3302
succusso,s3306
succutio,s3308
sucido,s3310
sucophantor,133137
sudasco,s3324
sudo,s3330
sueo,29811
suesco,s3338
suffarcino,s3341
suffero,s3345
sufferuefacio,s3346
sufferuefio,s6346
sufficio,s3351
suffigo,s3352
suffimento,s3354
suffio,s3356
sufflamino,s3362
sufflammo,s3363
sufflo,s3366
suffoco,s3369
suffodio,s3370
suffrago,128717
suffragor,s3381
suffrico,s3384
suffringo,s3385
suffuco,s3386
suffugio,s3387
suffulcio,s3389
suffulgeo,s3390
suffumigo,s3393
suffumo,s3394
suffundo,s3395
suffundo,s3396
suffuro,44378
suffuror,s3397
sufrico,128731
suggero,s3402
suggillo,s3405
suggilo,s3405
sugglutio,s3406
suggredior,s3407
suggrunnio,s3412
sugillo,s3405
sugo,s3414
suifico,128746
sulco,s3425
sullaturio,s3427
sum,s3436
summano,100774
summergo,49422
sumministro,28855
summitto,55303
summo,s3447
summoneo,29100
summonio,28259
summoueo,45970
summurmuro,36696
summuto,30647
sumo,s3452
sumptifacio,128789
sumptito,s3454
suo,s3459
superabluo,s3465
superabundo,s3466
superaccipio,s3469
superaccommodo,s3467
superaceruo,s3468
superaddo,40222
superadhibeo,s3472
superadicio,s3473
superadiicio,128806
superadmiro,128807
superadmiror,133139
superadnecto,s3474
superadorno,s3475
superadspergo,128811
superadsto,128812
superaduolo,128814
superaedifico,s3478
superaggero,s3479
superalligo,s3480
superalluo,128819
superambulo,s3481
superappareo,s3483
superappono,s3485
superargumento,128827
superargumentor,133140
superascendo,128830
superaspergo,s3486
superasto,s3487
superattraho,s3491
superbibo,s3494
superbio,s3497
supercado,s3501
supercalco,s3503
supercano,128846
supercedo,s3504
supercerno,128848
supercerto,s3505
supercingo,128850
supercino,s3508
superclaudo,128852
supercompono,128854
superconcido,128855
supercontego,128856
supercorrigo,s3510
supercorruo,128858
supercresco,s3512
supercubo,s3513
supercurro,s3514
supercustodio,s3515
superdeligo,s3516
superdestilio,128865
superdestillo,s3517
superdico,s3518
superdo,s3520
superduco,s3521
superedo,s3523
superefficio,s3524
supereffluo,s3525
supereffulgeo,128873
superegredior,s3526
supereleuo,s3527
superemico,s3528
superemineo,s3529
superemorior,s3530
superenato,s3531
supereo,s3532
supererogo,s3534
supereuolo,s3535
superexalto,s3537
superexcedo,40286
superexcresco,128887
superexcurro,s3539
superexeo,s3540
superexigo,s3542
superexsto,128891
superexsulto,s3543
superextendo,s3544
superextollo,s3545
superfero,s3546
superfeto,s3547
superfigo,s3552
superfio,s3553
superfloresco,s3555
superfluo,s3557
superfoedo,s3559
superfoeto,128910
superforo,s3561
superfrutico,s3562
superfugio,s3563
superfulgeo,s3564
superfundo,s3565
supergaudeo,s3567
supergenero,128920
supergero,s3568
superglorifico,s3569
supergradior,133143
supergredior,s3571
superhabeo,s3573
superiaceo,s3575
superiacio,s3576
superiacto,s3577
superilligo,s3579
superillino,s3580
superimineo,128940
superimmineo,s3581
superimmitto,128941
superimpendo,s3582
superimpleo,128943
superimpono,s3583
superincendo,s3584
superincerno,s3585
superincido,s3586
superincido,s3587
superincresco,s3588
superincubo,s3589
superincumbo,s3590
superinduco,s3594
superinduo,s3598
superinfundo,s3599
superingero,s3600
superingo,43093
superingredior,s3601
superinicio,s3602
superiniicio,128971
superinligo,s3579
superinlino,128972
superinpendo,54467
superinpono,128973
superinspicio,s3603
superinsterno,s3604
superinstillo,128975
superinstrepo,s3605
superinstruo,s3606
superinsulto,s3607
superintego,s3609
superintellego,s3610
superintendo,s3611
superintero,s3613
superintono,128988
superinualeo,46797
superinualesco,52519
superinueho,s3616
superinundo,s3614
superinungo,34993
superinunguo,s3615
superirruo,128991
superiungo,128993
superlabor,s3619
superlacrimo,s3620
superligo,s3624
superlinio,s3626
superlino,s3627
superluceo,129006
superlucror,s3629
superlugeo,129008
supermando,s3630
supermeo,s3631
supermetior,s3632
supermico,129012
supermisceo,s3633
supermitto,s3634
supermolior,s3636
supermunio,s3638
supernasco,s3640
supernascor,133148
supernato,s3642
supernauigo,s3643
superno,s3646
supernomino,s3647
supernumero,129030
supero,s3650
superobruo,s3652
superobumbro,129033
superoccido,s3653
superoccupo,s3654
superonero,31466
superoperio,129036
superordino,s3656
superpendeo,s3660
superperspicio,129043
superpeto,129044
superpingo,s3661
superplaudo,s3662
superpolluo,129048
superpono,s3664
superproiicio,129052
superquantio,129055
superquatio,s3671
superrado,s3673
superrideo,s3674
superruo,s3675
superrutilo,129065
supersapio,s3676
superscando,s3677
superscendo,129067
superscribo,s3678
supersedeo,s3680
supersemino,s3682
supersero,s3683
supersido,s3685
supersigno,129077
supersilio,s3686
supersisto,s3687
supersorbeo,s3688
superspargo,s3689
superspergo,s3689
superspero,s3690
superspicio,s3691
superstagno,s3692
superstatumino,s3693
supersterno,s3694
superstillo,s3696
superstito,s3699
supersto,s3700
superstringo,s3701
superstruo,s3702
supersum,s3704
supersumo,s3705
supertego,s3706
supertendo,s3708
supertexo,s3711
supertollo,s3712
supertraho,s3713
superuaco,s3716
superuado,s3719
superuaeo,129113
superuagor,s3721
superualeo,s3722
superualesco,s3722
superuector,s3723
superueho,s3724
superuehor,132736
superuenio,s3725
superuestio,s3727
superuinco,s3728
superuiuo,s3729
superundo,s3731
superungo,s3732
superuolito,s3733
superuolo,s3734
superuoluo,s3735
superurgeo,s3736
supino,s3740
supo,s3742
suppaenitet,45578
suppalpor,133151
supparasitor,132800
supparo,s4038
suppateo,129141
suppedito,s3748
suppedo,s3749
supperturbo,129145
supperturbor,s3751
suppetior,s3754
suppeto,s3757
suppilo,s3758
suppingo,s3761
supplanto,s3764
supplaudo,129155
suppleo,s3766
supplico,s3773
supplodo,s3775
suppo,s3777
suppoeniteo,129167
suppono,s3778
supporto,s3780
supprimo,s3789
suppudeo,129184
suppudet,s3791
suppullulo,54805
suppungo,129185
suppuro,s3794
supputo,s3799
supradico,49572
suprafundo,s3802
supragrauo,s3803
supraiacio,129196
suprascando,s3808
suprascribo,27567
suprasedeo,s3810
suprauiuo,s3811
surclo,129210
surculo,s3819
surdesco,s3823
surdo,s3827
surgo,s3061
surio,s3831
surpo,48634
surradio,129225
surrado,129226
surrectito,129231
surremaneo,129236
surremigo,129237
surrepo,58091
surrideo,129242
surrido,34336
surrigo,100801
surringor,133154
surripio,40416
surrogo,53912
surrubeo,129249
surrumo,129253
surrumpo,129254
surruo,129256
surrutilo,129259
suscenseo,s3836
suscepto,s3841
suscipio,s3844
suscito,s3848
suspecto,s3853
suspector,133155
suspendo,s3857
suspicio,s3862
suspico,100807
suspicor,s3866
suspiro,s3871
sussulto,40361
sustento,s3877
sustineo,s3878
sustollo,s3879
susurro,s3884
sycophantor,s3906
syllaturio,129332
syllogizo,s3920
syluesco,129343
symbolizo,46434
synchronizo,37496
syncopo,s3954
syncopyzo,s3953
tabefacio,t0003
tabefio,55045
tabeo,t0007
tabesco,t0007
tabifico,t0017
tablisso,t0023
tabulo,t0033
taceo,t0035
taciturio,t9036
taedeo,42888
taedeor,132739
taedesco,129490
taedet,t0043
taedio,t0045
taetro,t0056
tago,129504
talio,t0068
talipedo,t0069
tamino,t0090
tango,t0096
tardeo,t0117
tardesco,t0117
tardo,t0129
taurobolior,t0156
taxo,t0174
tego,t0200
temero,t0228
temno,t0231
tempero,t0241
temperor,133157
tempto,t0263
tendo,t0273
tenebrasco,129676
tenebresco,t0278
tenebrico,t0279
tenebro,t0284
teneo,t0289
tenerasco,100839
teneresco,t0291
tenno,129690
tento,t0263
tenuesco,t0315
tenuo,t9309
tepefacio,t9312
tepefacto,t8313
tepefio,t9313
tepeo,t9314
tepesco,t9314
tepido,t0319
teporo,129717
terebro,t0336
tergeo,t0343
tergiuersor,t0348
tergo,t0343
tergoro,t0349
termino,t0360
tero,t0371
terplico,129755
terreo,t0378
terresco,t1497
terrifico,t0388
territo,t0395
tertio,t0410
tesello,t0418
teselo,t0418
tessello,t0418
tesselo,t0418
testiculo,t0441
testificor,t0445
testilor,133159
testo,100865
testor,t0450
tetraplo,t0487
tetrinnio,t0503
tetrissito,t0504
tetro,t0056
texito,129901
texo,t0513
thermopoto,t0585
thesaurizo,t0592
thiaso,t0605
thurifico,130028
thymiamatizo,t0646
tibicino,t0675
tibizo,130063
timefacio,t0695
timeo,t0696
timesco,t0696
tineo,t0710
tingo,t0712
tinguo,43066
tinio,t0716
tinnio,t0716
tinnipo,t0717
tinnito,t0718
tintinnio,t9726
tintinno,t0726
tintino,31873
titillo,t0743
titinnio,130130
titinno,130131
titio,t0747
titubo,t0751
titulo,t0752
tolero,t0777
toleror,133160
tollo,t0780
tolutor,t0785
tonat,43702
tondeo,t0795
tonesco,t0753
tongeo,t0797
tonitruo,t0803
tono,t0796
tonsito,t0811
tonsuro,130191
torculo,t0835
tormento,27747
torno,t0849
torpefacio,t0854
torpeo,t0855
torpesco,t0855
torporo,t0858
torqueo,t0860
torrefacio,t0862
torreo,t0863
torresco,t1498
torrido,t0865
tortiono,t0872
torto,t9873
tosto,t0884
toxico,130254
tracto,t0919
trado,t0926
traduco,t0927
trafero,29439
traho,t0956
traicio,t0957
traiecto,130315
traiicio,100918
traloquor,133161
traluceo,130323
trameo,130326
tramigro,130327
tranato,43514
tranauigo,130330
trano,45622
tranquillo,t0967
transabeo,t0970
transadigo,t0973
transbeo,t0978
transbibo,t9978
transbito,t0979
transcendo,t0980
transcido,t0982
transcolo,t0983
transcribo,t0985
transcurro,t0988
transdo,130355
transduco,30156
transeo,t0993
transero,t0994
transfero,t0995
transfigo,t0997
transfiguro,t1001
transfingo,t1002
transfluo,t1005
transfluuio,t1007
transfodio,t1009
transformo,t1013
transforo,t1014
transfreto,t1017
transfugio,t1019
transfulgeo,130373
transfumo,t1021
transfundo,t1023
transfungor,t1024
transgero,t1026
transglutio,t1027
transgradior,132743
transgredior,t1028
transiacio,130383
transicio,30405
transigo,t1032
transiicio,100927
transilio,t1033
transito,t1037
transiugo,t1040
transiungo,t1041
translabor,t1042
translato,46351
translego,130406
translego,t1047
transloquor,t1049
transluceo,t1050
transmeo,t1055
transmigro,t1057
transmineo,t1058
transmitto,t1061
transmoueo,t1063
transmuto,t1067
transnato,t1068
transnauigo,t1069
transno,t1070
transnomino,t1072
transnubo,t1073
transnumero,t1074
transpello,t1078
transpicio,t1080
transpito,53583
transplanto,t1081
transpono,t1082
transporto,t1084
transpungo,t1087
transscendo,130431
transscido,130432
transscribo,36511
transsero,100932
transsilio,100933
transspicio,130433
transsulto,130434
transsumo,130435
transsuo,130436
transtineo,t1093
transuado,t1095
transuarico,t1096
transuecto,130440
transueho,t1099
transuendo,t1101
transuenio,t1102
transuerbero,t1104
transuerso,t1108
transuerto,t1109
transuio,t1110
transulto,t1112
transumo,t1113
transuo,t1116
transuolito,t1117
transuolo,t1118
transuoluo,t1119
transuoro,t1121
transuorto,130458
tranueho,50380
traspicio,130466
traueho,130467
trauerto,130468
trauio,130469
tremefacio,t1143
tremefio,t1144
tremesco,t0804
tremisco,130486
tremo,t1148
trepido,t1153
trestorno,31091
treutino,32034
tribulo,t1176
tribuo,t1184
trico,27819
tricor,t1223
trigemino,t1268
trinnio,t1312
trinso,130620
tripartio,
triplico,t1349
triplo,t1351
tripodo,t1354
tripudio,t1361
trissito,t1379
trisso,t1380
tristifico,27821
tristor,t1390
trittilo,t1406
trituro,t1409
triumpho,t1420
trucido,t1452
trucilo,t1453
trudo,t1459
trullisso,t1463
trullizo,130759
trunco,t1464
truo,t1468
trusito,47890
truso,t1470
trutino,t1473
trutinor,132801
tuberasco,t1688
tubero,t1690
tubicino,t1694
tubo,t1696
tuburcinor,t1705
tudiculo,t1710
tudito,t1711
tueo,54032
tueor,t1712
tuisso,34818
tulo,t1720
tumefacio,t1723
tumefio,t1724
tumeo,t1725
tumesco,t1725
tumido,130816
tumulo,t1732
tumultuo,130825
tumultuor,t1738
tundo,t1743
tunico,t1747
tuor,132802
turbido,t1761
turbo,t1770
turbulento,t1775
turgefacio,130855
turgeo,t1783
turgesco,t0933
turifico,t1792
turpo,t1810
turundo,t1820
tussio,t1829
tuto,27879
tutor,t1843
tutubo,130897
tympanisso,130904
tympanizo,t1860
uacefio,u9015
uacillo,u0010
uaco,u0013
uacuefacio,u0014
uacuo,u0017
uadio,50948
uado,u0021
uado,u0024
uador,u0029
uaenumdo,130939
uaesanio,130942
uagio,u0035
uagito,u0037
uago,130949
uagor,u0038
ualedico,u0047
ualefacio,u0048
ualeo,u0050
ualesco,u0725
ualet,55242
ualido,u0056
uallo,u0064
uanesco,u0073
uanno,u0083
uano,u0086
uanor,133166
uaporo,u0096
uapulo,u0102
uarico,u0112
uariego,u0117
uario,u0119
uaro,u0122
uastesco,u0144
uastito,u0148
uasto,u0150
uaticino,131036
uaticinor,u0160
ubero,u9158
uberto,u9162
udo,u0174
uectito,u0192
uecto,u0193
uegeo,u0198
uegeto,u0203
uehementesco,u0210
ueho,u0217
uelifico,u0233
uelificor,132757
uelito,131096
uelitor,u0238
uellico,u0244
uello,u0246
uelo,u0248
uendico,131118
uendito,u0271
uendo,u0274
ueneno,u0280
ueneo,u0284
uenero,47458
ueneror,u0293
uenio,u0300
ueno,131139
uenor,u0302
uentilo,u0309
uentito,u0312
uento,u0313
uentrigo,u0324
uenumdo,u9332
uenusto,u0334
uerberito,u0360
uerbero,u0361
uerbigero,u0365
uerbosor,u0368
uerecundor,u9366
uereor,u0369
uerfico,49382
uergo,u0372
uergor,133169
uerifico,50730
uermesco,u0383
uermiculo,u0385
uermino,u0392
uerminor,133171
uerno,u0406
uero,u0410
uerro,u0417
uerrunco,u0422
uersifico,u0433
uersificor,133172
uerso,u0438
uersor,132762
uertigino,u0412
uertiginor,u0454
uerto,u0459
ueruago,u0465
uesanio,u0473
uescitor,u0475
uesco,131292
uescor,u0476
uesico,u0482
uesperasco,u0489
uesperor,u9490
uestigo,u0510
uestio,u0512
ueterasco,u0526
ueterasco,54534
ueteresco,u0530
uetero,u0537
ueto,u0539
uetustesco,u0545
uetustisco,131355
uetusto,u9545
uexo,u0557
uibrisso,u9573
uibro,u9574
uicinor,u0602
uictimo,u0612
uictito,u0613
uideo,u0626
uideor,133177
uiduo,u0631
uieo,u0635
uiesco,u9635
uigeo,u0636
uigesco,u0636
uigilo,u0644
uigoro,u0652
uilefacio,131453
uilesco,u0653
uilico,u0655
uilicor,133178
uilifico,u0658
uilipendo,131461
uilito,u0661
uillico,131464
uillicor,133179
uincio,u0685
uinco,u0688
uinculo,u0691
uindemio,u0698
uindico,u0707
uinito,u9720
uio,u0730
uiolo,u0744
uireo,u0757
uiresco,u0757
uirginor,u0772
uiridesco,u0782
uiridico,u0784
uirido,u0787
uiridor,132764
uisco,u0807
uisio,u0823
uisito,u0826
uiso,u0827
uitilitigo,u0862
uitio,u0865
uito,u0872
uitreo,43676
uitulor,u0888
uitupero,u0894
uiuesco,u1006
uiuido,u0904
uiuifico,u0909
uiuisco,29369
uiuo,u0913
ulcero,u0919
ulcisco,131648
ulciscor,u0921
ultimo,u0942
ultio,101009
ululo,u0961
umbresco,u0977
umbro,u0979
umecto,u0982
umefacio,u0984
umeo,u0985
umesco,u0985
umido,u0991
umifico,u0995
umigo,u0997
uncino,u1013
unco,u1017
unctito,u1019
undo,u1068
unesco,131754
ungo,u1091
unguento,u1079
unguito,
unguito,u1086
unguo,
unifico,27928
unio,u1111
unisco,u1073
uno,u1131
uocifero,56989
uociferor,u1148
uocifico,u1149
uocito,u1151
uoco,u1152
uolgo,43096
uolito,u1165
uolnero,39304
uolo,u1167
uolo,u1168
uolpinor,133182
uoluo,u1188
uoluto,u1202
uomito,u1211
uomo,u1214
uoro,u1222
uorro,131891
uorso,101187
uorsor,133183
uoto,55454
uoueo,u1227
urbo,131910
urco,u7247
urgeo,u1252
urgueo,u1252
urino,33536
urinor,u1257
uro,u1266
uruo,u1276
usito,$0146
usitor,u1285
ustilo,50869
ustuio,u1297
ustulo,u1299
usucapio,u1302
usufacio,u1305
usurecipio,u1310
usurpo,u1317
usuuenio,131977
utlago,55271
uto,131988
utor,u1333
uuesco,u1353
uulgo,u1363
uulnero,u1370
uulnifico,132015
uulo,46405
uulpinor,u1377
uulso,u1380
uult,52628
uxorculo,u1393
warantizo,38812
ymnifico,132068
zelo,z0009
zelor,133185
zinzibulo,132106
zinzilo,z0026
zinzilulo,z0027
zinzio,z0028
zinzito,132110
zinzitulo,132111
